event_pair_key,system_id,split,event_type,event_family,family_aczz,is_near_dopant,is_far_from_dopant,is_escaping,is_non_escaping,vac_site_144,neighbor_site_144,site_a,site_b,foundation_endpoint_label,finetuned_endpoint_label,transition_label,endpoint_is_disagree,foundation_ready_for_neb,finetuned_ready_for_neb,both_models_ready_for_neb,foundation_neb_present,finetuned_neb_present,foundation_neb_status,finetuned_neb_status,foundation_usable_complete,finetuned_usable_complete,both_models_usable_complete,foundation_status_is_usable,finetuned_status_is_usable,both_models_status_usable,both_models_log_neb_parseable,foundation_forward_barrier_eV,finetuned_forward_barrier_eV,foundation_reverse_barrier_eV,finetuned_reverse_barrier_eV,forward_barrier_delta_ft_minus_foundation_eV,reverse_barrier_delta_ft_minus_foundation_eV,abs_forward_barrier_delta_eV,abs_reverse_barrier_delta_eV,strict_forward_barrier_delta_ft_minus_foundation_eV,strict_reverse_barrier_delta_ft_minus_foundation_eV,strict_abs_forward_barrier_delta_eV,strict_abs_reverse_barrier_delta_eV,foundation_path_shape,finetuned_path_shape,foundation_final_step,finetuned_final_step,foundation_final_max_replica_force_eVA,finetuned_final_max_replica_force_eVA,foundation_notes,finetuned_notes
P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__54__84,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,test,AC_hop,far_AC,AC,False,True,False,True,54,84,54,84,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,failed,failed,True,True,True,False,False,False,True,100.29696,43.896501,100.42423,44.207121,-56.400459,-56.217108999999994,56.400459,56.217108999999994,,,,,interior_saddle,interior_saddle,2462,463,347.09187,308.36116,final_force_above_ftol; barrier_extremely_large; segfault,final_force_above_ftol; barrier_extremely_large; segfault
P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__54__90,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,54,90,54,90,same_basin,different_basin,same_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__79__43,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,79,43,79,43,other_basin,different_basin,other_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__79__49,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,test,AC_hop,far_AC,AC,False,True,False,True,79,49,79,49,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__79__114,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,test,AC_hop,far_AC,AC,False,True,False,True,79,114,79,114,ambiguous,same_basin,ambiguous -> same_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__135__27,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,test,AC_hop,far_AC,AC,False,True,False,True,135,27,135,27,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.34452049,0.55198988,1.177392,1.3615753,0.20746939000000003,0.18418329999999994,0.20746939000000003,0.18418329999999994,0.20746939000000003,0.18418329999999994,0.20746939000000003,0.18418329999999994,interior_saddle,interior_saddle,201,153,0.019057905,0.019259377,,
P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__135__33,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,135,33,135,33,same_basin,same_basin,same_basin -> same_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__135__100,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,test,AC_hop,far_AC,AC,False,True,False,True,135,100,135,100,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.389705,0.38303677,0.11411095,0.72723761,-0.006668229999999997,0.6131266599999999,0.006668229999999997,0.6131266599999999,-0.006668229999999997,0.6131266599999999,0.006668229999999997,0.6131266599999999,interior_saddle,interior_saddle,1109,964,0.01950226,0.01900889,,
P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__9__45,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,test,AC_hop,far_AC,AC,False,True,False,True,9,45,9,45,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.21795693,0.012171437,0.11458597,0.4705382,-0.20578549299999999,0.35595223000000004,0.20578549299999999,0.35595223000000004,-0.20578549299999999,0.35595223000000004,0.20578549299999999,0.35595223000000004,interior_saddle,interior_saddle,790,3140,0.018851251,0.019935688,,
P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__9__111,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,9,111,9,111,same_basin,different_basin,same_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__9__117,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,test,AC_hop,far_AC,AC,False,True,False,True,9,117,9,117,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__38__2,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,test,AC_hop,far_AC,AC,False,True,False,True,38,2,38,2,same_basin,different_basin,same_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__38__74,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,test,nearN_hop,near_dopant,non_ACZZ,True,False,False,True,38,74,38,74,other_basin,different_basin,other_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__38__104,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,test,AC_hop,far_AC,AC,False,True,False,True,38,104,38,104,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__68__32,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,test,AC_hop,far_AC,AC,False,True,False,True,68,32,68,32,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__68__98,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,test,AC_hop,far_AC,AC,False,True,False,True,68,98,68,98,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__68__104,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,68,104,68,104,same_basin,same_basin,same_basin -> same_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__96__60,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,test,nearN_hop,near_dopant,non_ACZZ,True,False,False,True,96,60,96,60,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__96__66,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,test,AC_hop,far_AC,AC,False,True,False,True,96,66,96,66,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,failed,failed,True,True,True,False,False,False,True,189.61645,58.100364,188.96346,59.149703,-131.51608599999997,-129.813757,131.51608599999997,129.813757,,,,,interior_saddle,interior_saddle,451,336,589.56369,397.05394,final_force_above_ftol; barrier_extremely_large; segfault,final_force_above_ftol; barrier_extremely_large; segfault
P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__96__137,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,test,AC_hop,far_AC,AC,False,True,False,True,96,137,96,137,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__125__17,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,test,AC_hop,far_AC,AC,False,True,False,True,125,17,125,17,other_basin,different_basin,other_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__125__23,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,125,23,125,23,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.17329083,0.076496256,0.45090708,0.40437526,-0.09679457400000001,-0.04653182,0.09679457400000001,0.04653182,-0.09679457400000001,-0.04653182,0.09679457400000001,0.04653182,interior_saddle,interior_saddle,271,200,0.018525683,0.019771424,,
P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__125__84,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,test,AC_hop,far_AC,AC,False,True,False,True,125,84,125,84,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.13143316,0.11758194,0.26930864,0.34187816,-0.013851219999999997,0.07256952,0.013851219999999997,0.07256952,-0.013851219999999997,0.07256952,0.013851219999999997,0.07256952,interior_saddle,interior_saddle,243,974,0.019726028,0.01979388,,
P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__136__28,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,test,AC_hop,far_AC,AC,False,True,False,True,136,28,136,28,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__136__34,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,136,34,136,34,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,suspicious,True,True,True,True,False,False,True,0.21378946,0.18209966,0.30615263,0.61420364,-0.03168979999999999,0.30805101000000007,0.03168979999999999,0.30805101000000007,,,,,interior_saddle,interior_saddle,2194,3409,0.019950362,0.12644193,,final_force_above_ftol
P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__136__101,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,test,AC_hop,far_AC,AC,False,True,False,True,136,101,136,101,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,suspicious,failed,True,True,True,False,False,False,True,0.27545785,46.913461,0.23894091,47.002433,46.638003149999996,46.76349209000001,46.638003149999996,46.76349209000001,,,,,interior_saddle,interior_saddle,3071,151,0.16493748,328.0271,final_force_above_ftol,final_force_above_ftol; barrier_extremely_large; segfault
P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__138__0,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,138,0,138,0,other_basin,different_basin,other_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__138__30,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,test,AC_hop,far_AC,AC,False,True,False,True,138,30,138,30,ambiguous,different_basin,ambiguous -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__138__103,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,test,AC_hop,far_AC,AC,False,True,False,True,138,103,138,103,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2__8__44,P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2,test,AC_hop,far_AC,AC,False,True,False,True,8,44,8,44,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,suspicious,True,True,True,True,False,False,True,0.073201271,0.0,0.0,0.034049396,-0.073201271,0.034049396,0.073201271,0.034049396,,,,,final_endpoint_highest,initial_endpoint_highest,1226,6000,0.019795461,0.047246388,,final_force_above_ftol
P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2__8__110,P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,8,110,8,110,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.0,0.20089284,0.79374101,0.31619055,0.20089284,-0.47755045999999995,0.20089284,0.47755045999999995,0.20089284,-0.47755045999999995,0.20089284,0.47755045999999995,initial_endpoint_highest,interior_saddle,3371,2083,0.019893451,0.019556171,,
P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2__8__116,P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2,test,AC_hop,far_AC,AC,False,True,False,True,8,116,8,116,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2__26__62,P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2,test,AC_hop,far_AC,AC,False,True,False,True,26,62,26,62,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2__26__128,P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,26,128,26,128,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.17456166,0.0,0.017275559,0.14636435,-0.17456166,0.129088791,0.17456166,0.129088791,-0.17456166,0.129088791,0.17456166,0.129088791,interior_saddle,initial_endpoint_highest,5653,690,0.019572114,0.019817524,,
P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2__26__134,P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2,test,AC_hop,far_AC,AC,False,True,False,True,26,134,26,134,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.0,0.081717558,0.83185499,0.72744222,0.081717558,-0.10441276999999993,0.081717558,0.10441276999999993,0.081717558,-0.10441276999999993,0.081717558,0.10441276999999993,initial_endpoint_highest,interior_saddle,198,966,0.01977768,0.019899194,,
P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2__41__5,P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2,test,AC_hop,far_AC,AC,False,True,False,True,41,5,41,5,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.17167661,0.29528099,0.17091995,0.25455037,0.12360438000000001,0.08363042000000004,0.12360438000000001,0.08363042000000004,0.12360438000000001,0.08363042000000004,0.12360438000000001,0.08363042000000004,interior_saddle,interior_saddle,470,1638,0.019856061,0.019961777,,
P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2__41__77,P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,41,77,41,77,likely_same_basin,different_basin,likely_same_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2__41__107,P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2,test,AC_hop,far_AC,AC,False,True,False,True,41,107,41,107,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.0068395446,0.0,0.15973622,0.12703455,-0.0068395446,-0.032701670000000016,0.0068395446,0.032701670000000016,-0.0068395446,-0.032701670000000016,0.0068395446,0.032701670000000016,interior_saddle,initial_endpoint_highest,2321,2476,0.019881071,0.019713934,,
P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2__46__10,P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2,test,AC_hop,far_AC,AC,False,True,False,True,46,10,46,10,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.0088398003,0.0,1.1435811,1.3131161,-0.0088398003,0.169535,0.0088398003,0.169535,-0.0088398003,0.169535,0.0088398003,0.169535,interior_saddle,initial_endpoint_highest,2839,797,0.019943459,0.018533826,,
P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2__46__76,P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2,test,AC_hop,far_AC,AC,False,True,False,True,46,76,46,76,same_basin,same_basin,same_basin -> same_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2__46__82,P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,46,82,46,82,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.0,0.15960604,0.40453668,0.36464442,0.15960604,-0.03989225999999996,0.15960604,0.03989225999999996,0.15960604,-0.03989225999999996,0.15960604,0.03989225999999996,initial_endpoint_highest,interior_saddle,5344,1443,0.019983184,0.019999685,,
P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2__69__33,P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2,test,AC_hop,far_AC,AC,False,True,False,True,69,33,69,33,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2__69__99,P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2,test,AC_hop,far_AC,AC,False,True,False,True,69,99,69,99,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,suspicious,True,True,True,True,False,False,True,0.45208585,0.082337424,0.57839883,0.55081991,-0.369748426,-0.027578920000000062,0.369748426,0.027578920000000062,,,,,interior_saddle,interior_saddle,740,6000,0.019567076,0.11129731,,final_force_above_ftol
P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2__69__105,P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,69,105,69,105,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2__124__22,P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2,test,trap_escape,escape,non_ACZZ,True,False,True,False,124,22,124,22,same_basin,same_basin,same_basin -> same_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2__124__89,P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2,test,trap_escape,escape,non_ACZZ,True,False,True,False,124,89,124,89,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.99330384,0.12554564,0.35186358,0.011634372,-0.8677582,-0.340229208,0.8677582,0.340229208,-0.8677582,-0.340229208,0.8677582,0.340229208,interior_saddle,interior_saddle,334,3907,0.019930115,0.019992193,,
P_P134N4_767a10da-c92d-4725-90de-c0a8f0de82ce__34__70,P_P134N4_767a10da-c92d-4725-90de-c0a8f0de82ce,test,AC_hop,far_AC,AC,False,True,False,True,34,70,34,70,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,suspicious,usable,True,True,True,False,True,False,True,0.32663257,0.46580258,0.33351586,0.3711555,0.13917001,0.03763964000000003,0.13917001,0.03763964000000003,,,,,interior_saddle,interior_saddle,3071,92,0.16186648,0.016881798,final_force_above_ftol,
P_P134N4_767a10da-c92d-4725-90de-c0a8f0de82ce__34__136,P_P134N4_767a10da-c92d-4725-90de-c0a8f0de82ce,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,34,136,34,136,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,failed,usable,True,True,True,False,True,False,True,28.685329,0.42340123,28.796225,0.47869656,-28.26192777,-28.31752844,28.26192777,28.31752844,,,,,interior_saddle,interior_saddle,1433,811,107.05717,0.019984077,final_force_above_ftol; barrier_extremely_large; segfault,
